transaction_id,user_id,date,category,amount,weekly_budget_limit,monthly_income,week_number,month,year,is_impulsive,day_name
TRX095519,USR0119,2025-01-01,Entertainment,566002.0,472529.85,3150199,1,1,2025,1,Wednesday
TRX081680,USR0423,2025-10-19,Shopping,585278.0,953139.15,6354261,42,10,2025,1,Sunday
TRX003214,USR0806,2025-02-19,Transport,199437.0,602181.2999999999,4014542,8,2,2025,0,Wednesday
TRX058746,USR0237,2025-07-07,Entertainment,259795.0,1066850.7,7112338,28,7,2025,1,Monday
TRX104167,USR0100,2025-04-30,Food & Beverage,87929.0,457533.3,3050222,18,4,2025,0,Wednesday
TRX143574,USR0399,2025-05-23,Food & Beverage,113645.0,793864.0499999999,5292427,21,5,2025,0,Friday
TRX086915,USR0117,2025-12-15,Entertainment,490766.0,564756.0,3765040,51,12,2025,1,Monday
TRX118430,USR0810,2025-05-10,Food & Beverage,53667.0,869264.5499999999,5795097,19,5,2025,0,Saturday
TRX139565,USR0579,2025-06-10,Subscriptions,224457.0,423437.7,2822918,24,6,2025,0,Tuesday
TRX137430,USR0074,2025-06-24,Shopping,246197.0,875222.5499999999,5834817,26,6,2025,1,Tuesday
TRX101038,USR0069,2025-12-31,Shopping,471882.0,852287.25,5681915,1,12,2025,1,Wednesday
TRX039187,USR0493,2025-07-28,Transport,114582.0,1182089.55,7880597,31,7,2025,0,Monday
TRX072157,USR0451,2025-02-15,Shopping,394840.0,787376.7,5249178,7,2,2025,1,Saturday
TRX037464,USR0845,2025-10-04,Food & Beverage,68305.0,867115.7999999999,5780772,40,10,2025,0,Saturday
TRX050674,USR0431,2025-04-01,Transport,285913.0,1156383.6,7709224,14,4,2025,0,Tuesday
TRX064366,USR0035,2025-03-03,Entertainment,305141.0,620273.4,4135156,10,3,2025,1,Monday
TRX072705,USR0592,2025-04-15,Shopping,531064.0,738084.6,4920564,16,4,2025,1,Tuesday
TRX099128,USR0566,2025-09-24,Food & Beverage,111429.0,1085648.25,7237655,39,9,2025,0,Wednesday
TRX134658,USR0414,2025-08-04,Food & Beverage,58520.0,873169.0499999999,5821127,32,8,2025,0,Monday
TRX077442,USR0860,2025-06-16,Entertainment,557613.0,376695.45,2511303,25,6,2025,1,Monday
TRX139491,USR0961,2025-10-10,Transport,347367.0,822202.7999999999,5481352,41,10,2025,0,Friday
TRX012745,USR0602,2025-12-27,Food & Beverage,32258.0,482513.4,3216756,52,12,2025,0,Saturday
TRX112172,USR0462,2025-05-17,Shopping,376152.0,703713.2999999999,4691422,20,5,2025,1,Saturday
TRX033334,USR0226,2025-03-18,Entertainment,725883.0,707035.95,4713573,12,3,2025,1,Tuesday
TRX017246,USR0011,2025-05-26,Entertainment,313558.0,871672.35,5811149,22,5,2025,1,Monday
TRX066559,USR0859,2025-08-12,Transport,298123.0,473542.65,3156951,33,8,2025,0,Tuesday
TRX110582,USR0922,2025-08-10,Transport,142004.0,492459.9,3283066,32,8,2025,0,Sunday
TRX032408,USR0803,2025-11-25,Bills,255697.0,707352.75,4715685,48,11,2025,0,Tuesday
TRX071325,USR0151,2025-02-04,Entertainment,492459.0,388779.75,2591865,6,2,2025,1,Tuesday
TRX059721,USR0480,2025-11-29,Shopping,394840.0,989542.65,6596951,48,11,2025,1,Saturday
TRX095400,USR0036,2025-06-16,Entertainment,89197.0,395284.5,2635230,25,6,2025,1,Monday
TRX042517,USR0525,2025-07-29,Shopping,706227.0,445849.05,2972327,31,7,2025,1,Tuesday
TRX038652,USR0482,2025-04-28,Food & Beverage,64530.0,1170383.4,7802556,18,4,2025,0,Monday
TRX121407,USR0221,2025-10-22,Transport,207748.0,572179.7999999999,3814532,43,10,2025,0,Wednesday
TRX110945,USR0731,2025-03-24,Entertainment,633907.0,949264.95,6328433,13,3,2025,1,Monday
TRX108802,USR0114,2025-05-01,Food & Beverage,106258.0,754526.85,5030179,18,5,2025,0,Thursday
TRX021620,USR0916,2025-10-20,Food & Beverage,70404.0,553939.35,3692929,43,10,2025,0,Monday
TRX078647,USR0556,2025-04-21,Food & Beverage,112135.0,1084978.2,7233188,17,4,2025,0,Monday
TRX097142,USR0472,2025-08-15,Bills,130049.0,877837.7999999999,5852252,33,8,2025,0,Friday
TRX069632,USR0380,2025-01-15,Entertainment,473864.0,433252.35,2888349,3,1,2025,1,Wednesday
TRX064081,USR0873,2025-06-03,Bills,165392.0,390784.2,2605228,23,6,2025,0,Tuesday
TRX087923,USR0765,2025-10-02,Food & Beverage,60156.0,1159632.6,7730884,40,10,2025,0,Thursday
TRX147896,USR0555,2025-01-31,Subscriptions,56947.0,746330.85,4975539,5,1,2025,0,Friday
TRX047396,USR0889,2025-11-10,Shopping,635173.0,1105883.1,7372554,46,11,2025,1,Monday
TRX095798,USR0374,2025-10-11,Transport,185661.0,687023.1,4580154,41,10,2025,0,Saturday
TRX029895,USR0875,2025-06-30,Transport,93016.0,638353.7999999999,4255692,27,6,2025,0,Monday
TRX141254,USR0044,2025-07-21,Entertainment,451886.0,862694.7,5751298,30,7,2025,1,Monday
TRX002998,USR0547,2025-08-27,Food & Beverage,125574.0,676344.0,4508960,35,8,2025,0,Wednesday
TRX040240,USR0864,2025-12-15,Food & Beverage,69843.0,1155587.4,7703916,51,12,2025,0,Monday
TRX144813,USR0465,2025-05-07,Transport,264981.0,975396.0,6502640,19,5,2025,0,Wednesday
TRX148865,USR0127,2025-12-16,Shopping,343169.0,1078976.1,7193174,51,12,2025,1,Tuesday
TRX068753,USR0667,2025-08-31,Bills,287942.0,439348.2,2928988,35,8,2025,0,Sunday
TRX069948,USR0355,2025-06-08,Transport,153034.0,729244.7999999999,4861632,23,6,2025,0,Sunday
TRX116895,USR0580,2025-04-01,Food & Beverage,74651.0,1164994.8,7766632,14,4,2025,0,Tuesday
TRX082142,USR0472,2025-10-13,Subscriptions,53311.0,877837.7999999999,5852252,42,10,2025,0,Monday
TRX138944,USR0851,2025-05-31,Food & Beverage,116960.0,1023044.25,6820295,22,5,2025,0,Saturday
TRX122291,USR0731,2025-11-27,Food & Beverage,101074.0,949264.95,6328433,48,11,2025,0,Thursday
TRX147141,USR0138,2025-09-21,Transport,88528.0,661605.75,4410705,38,9,2025,0,Sunday
TRX010343,USR0370,2025-12-03,Food & Beverage,81489.5,393916.2,2626108,49,12,2025,0,Wednesday
TRX116591,USR0415,2025-11-03,Hobby,395539.5,758890.7999999999,5059272,45,11,2025,1,Monday
TRX121777,USR0109,2025-03-10,Food & Beverage,93691.0,1014704.1,6764694,11,3,2025,0,Monday
TRX061585,USR0798,2025-06-30,Food & Beverage,37329.0,1198419.6,7989464,27,6,2025,0,Monday
TRX024440,USR0613,2025-05-02,Transport,113379.0,514375.2,3429168,18,5,2025,0,Friday
TRX118016,USR0156,2025-10-11,Food & Beverage,44527.0,750128.4,5000856,41,10,2025,0,Saturday
TRX025828,USR0613,2025-03-08,Entertainment,168446.0,514375.2,3429168,10,3,2025,1,Saturday
TRX008313,USR0783,2025-01-28,Food & Beverage,83879.0,1031048.4,6873656,5,1,2025,0,Tuesday
TRX015277,USR0730,2025-10-15,Hobby,408212.0,628270.7999999999,4188472,42,10,2025,1,Wednesday
TRX115477,USR0496,2025-03-06,Subscriptions,331430.0,966546.75,6443645,10,3,2025,0,Thursday
TRX017953,USR0595,2025-09-12,Shopping,602159.0,403268.4,2688456,37,9,2025,1,Friday
TRX061833,USR0703,2025-12-08,Transport,183515.0,603784.95,4025233,50,12,2025,0,Monday
TRX066995,USR0169,2025-06-21,Transport,139913.0,972388.2,6482588,25,6,2025,0,Saturday
TRX132267,USR0555,2025-04-17,Hobby,320556.0,746330.85,4975539,16,4,2025,1,Thursday
TRX141692,USR0175,2025-12-28,Transport,90653.0,385149.15,2567661,52,12,2025,0,Sunday
TRX145977,USR0993,2025-06-27,Food & Beverage,127624.0,746245.2,4974968,26,6,2025,0,Friday
TRX049889,USR0985,2025-05-28,Bills,256835.0,1197186.0,7981240,22,5,2025,0,Wednesday
TRX028431,USR0982,2025-01-01,Food & Beverage,128283.0,512922.6,3419484,1,1,2025,0,Wednesday
TRX047413,USR0937,2025-10-10,Hobby,372546.0,791056.0499999999,5273707,41,10,2025,1,Friday
TRX041441,USR0944,2025-10-28,Food & Beverage,31446.0,1130716.2,7538108,44,10,2025,0,Tuesday
TRX002997,USR0379,2025-10-21,Shopping,715944.0,778913.25,5192755,43,10,2025,1,Tuesday
TRX122201,USR0539,2025-07-06,Subscriptions,230865.0,650914.95,4339433,27,7,2025,0,Sunday
TRX138284,USR0854,2025-04-07,Transport,185661.0,667501.95,4450013,15,4,2025,0,Monday
TRX019090,USR0821,2025-11-24,Bills,127026.0,626376.45,4175843,48,11,2025,0,Monday
TRX067189,USR0038,2025-07-22,Entertainment,657969.0,1125156.75,7501045,30,7,2025,1,Tuesday
TRX112771,USR0558,2025-01-10,Food & Beverage,76367.0,630782.25,4205215,2,1,2025,0,Friday
TRX047752,USR0114,2025-04-03,Entertainment,691304.0,754526.85,5030179,14,4,2025,1,Thursday
TRX080269,USR0909,2025-08-12,Bills,107562.0,728381.1,4855874,33,8,2025,0,Tuesday
TRX009381,USR0883,2025-07-10,Food & Beverage,85472.0,382331.1,2548874,28,7,2025,0,Thursday
TRX055047,USR0584,2025-06-20,Food & Beverage,98889.0,392510.85,2616739,25,6,2025,0,Friday
TRX049796,USR0598,2025-11-29,Food & Beverage,59531.0,987811.8,6585412,48,11,2025,0,Saturday
TRX012447,USR0246,2025-06-11,Food & Beverage,83810.0,669929.5499999999,4466197,24,6,2025,0,Wednesday
TRX028862,USR0882,2025-08-13,Hobby,601297.0,876063.0,5840420,33,8,2025,1,Wednesday
TRX116866,USR0224,2025-02-28,Food & Beverage,25922.0,516718.35,3444789,9,2,2025,0,Friday
TRX068246,USR0585,2025-08-23,Food & Beverage,34973.0,567987.75,3786585,34,8,2025,0,Saturday
TRX082631,USR0960,2025-04-16,Food & Beverage,115044.0,513606.6,3424044,16,4,2025,0,Wednesday
TRX034659,USR0086,2025-02-22,Transport,47271.0,1149851.85,7665679,8,2,2025,0,Saturday
TRX050258,USR0568,2025-07-02,Entertainment,99537.0,388513.95,2590093,27,7,2025,1,Wednesday
TRX142671,USR0390,2025-03-29,Food & Beverage,138307.0,661249.0499999999,4408327,13,3,2025,0,Saturday
TRX072435,USR0860,2025-10-24,Entertainment,503491.0,376695.45,2511303,43,10,2025,1,Friday
TRX141654,USR0912,2025-11-26,Transport,179833.0,922344.9,6148966,48,11,2025,0,Wednesday
TRX059169,USR0929,2025-02-13,Shopping,254062.0,1199527.95,7996853,7,2,2025,1,Thursday
TRX136866,USR0777,2025-06-17,Food & Beverage,96992.0,802525.65,5350171,25,6,2025,0,Tuesday
TRX019722,USR0846,2025-09-09,Shopping,713678.0,998683.95,6657893,37,9,2025,1,Tuesday
TRX126976,USR0440,2025-03-19,Subscriptions,255519.0,527614.95,3517433,12,3,2025,0,Wednesday
TRX106338,USR0223,2025-09-14,Food & Beverage,137015.0,953961.6,6359744,37,9,2025,0,Sunday
TRX109822,USR0082,2025-12-19,Subscriptions,218934.0,708460.35,4723069,51,12,2025,0,Friday
TRX033337,USR0107,2025-05-08,Food & Beverage,32538.0,412631.25,2750875,19,5,2025,0,Thursday
TRX026134,USR0178,2025-09-29,Transport,119341.0,571125.9,3807506,40,9,2025,0,Monday
TRX134910,USR0429,2025-12-08,Bills,135142.0,422761.2,2818408,50,12,2025,0,Monday
TRX100968,USR0868,2025-01-02,Hobby,603083.0,1112600.85,7417339,1,1,2025,1,Thursday
TRX112796,USR0290,2025-03-18,Transport,206839.0,1095317.4,7302116,12,3,2025,0,Tuesday
TRX065950,USR0435,2025-04-08,Food & Beverage,21986.0,842575.7999999999,5617172,15,4,2025,0,Tuesday
TRX103174,USR0648,2025-06-22,Transport,337250.0,559042.7999999999,3726952,25,6,2025,0,Sunday
TRX106220,USR0956,2025-10-13,Shopping,166672.0,1039055.4,6927036,42,10,2025,1,Monday
TRX117010,USR0886,2025-08-03,Shopping,394840.0,778467.6,5189784,31,8,2025,1,Sunday
TRX071133,USR0126,2025-05-07,Subscriptions,153348.0,1106081.7,7373878,19,5,2025,0,Wednesday
TRX103398,USR0438,2025-07-09,Bills,294689.0,659810.85,4398739,28,7,2025,0,Wednesday
TRX069583,USR0446,2025-01-29,Food & Beverage,135070.0,1130774.55,7538497,5,1,2025,0,Wednesday
TRX046430,USR0766,2025-07-29,Shopping,658345.0,1069218.0,7128120,31,7,2025,1,Tuesday
TRX134701,USR0950,2025-01-17,Entertainment,673452.0,939468.3,6263122,3,1,2025,1,Friday
TRX020625,USR0694,2025-03-17,Food & Beverage,54740.0,731825.5499999999,4878837,12,3,2025,0,Monday
TRX048540,USR0523,2025-04-15,Food & Beverage,42331.0,634214.4,4228096,16,4,2025,0,Tuesday
TRX102974,USR0588,2025-06-18,Food & Beverage,81489.5,898479.9,5989866,25,6,2025,0,Wednesday
TRX069499,USR0592,2025-09-14,Food & Beverage,35008.0,738084.6,4920564,37,9,2025,0,Sunday
TRX122820,USR0637,2025-06-23,Entertainment,354369.0,437251.2,2915008,26,6,2025,1,Monday
TRX023644,USR0021,2025-02-15,Entertainment,123505.0,551707.35,3678049,7,2,2025,1,Saturday
TRX123644,USR0726,2025-08-09,Shopping,532947.0,479453.7,3196358,32,8,2025,1,Saturday
TRX108554,USR0922,2025-01-16,Entertainment,98693.0,492459.9,3283066,3,1,2025,1,Thursday
TRX035314,USR0626,2025-08-18,Shopping,456387.0,1110399.9,7402666,34,8,2025,1,Monday
TRX111121,USR0526,2025-06-03,Transport,40999.0,779241.9,5194946,23,6,2025,0,Tuesday
TRX137545,USR0840,2025-11-15,Subscriptions,201391.0,465811.35,3105409,46,11,2025,0,Saturday
TRX050940,USR0602,2025-09-29,Bills,283290.0,482513.4,3216756,40,9,2025,0,Monday
TRX040452,USR0058,2025-04-20,Bills,275561.0,1183111.2,7887408,16,4,2025,0,Sunday
TRX062012,USR0909,2025-07-20,Bills,99119.0,728381.1,4855874,29,7,2025,0,Sunday
TRX108460,USR0447,2025-01-16,Entertainment,395248.0,688088.7,4587258,3,1,2025,1,Thursday
TRX000708,USR0570,2025-09-03,Transport,55114.0,1036727.85,6911519,36,9,2025,0,Wednesday
TRX039667,USR0346,2025-06-02,Food & Beverage,68781.0,1055603.7,7037358,23,6,2025,0,Monday
TRX132756,USR0008,2025-08-20,Hobby,329508.0,1107781.65,7385211,34,8,2025,1,Wednesday
TRX006964,USR0522,2025-08-14,Entertainment,273652.0,852857.1,5685714,33,8,2025,1,Thursday
TRX005264,USR0382,2025-10-06,Shopping,503629.0,843610.65,5624071,41,10,2025,1,Monday
TRX125479,USR0874,2025-10-24,Bills,99978.0,1068097.5,7120650,43,10,2025,0,Friday
TRX060214,USR0556,2025-10-03,Bills,211816.0,1084978.2,7233188,40,10,2025,0,Friday
TRX029880,USR0049,2025-10-01,Food & Beverage,113960.0,633348.0,4222320,40,10,2025,0,Wednesday
TRX046839,USR0072,2025-07-17,Transport,158493.0,826205.7,5508038,29,7,2025,0,Thursday
TRX025783,USR0660,2025-03-12,Subscriptions,317820.0,623848.0499999999,4158987,11,3,2025,0,Wednesday
TRX006372,USR0829,2025-10-24,Food & Beverage,132975.0,424095.6,2827304,43,10,2025,0,Friday
TRX059527,USR0851,2025-04-13,Shopping,652522.0,1023044.25,6820295,15,4,2025,1,Sunday
TRX061058,USR0600,2025-07-10,Entertainment,228775.0,1090102.2,7267348,28,7,2025,1,Thursday
TRX018022,USR0835,2025-11-07,Hobby,675243.0,971805.3,6478702,45,11,2025,1,Friday
TRX044329,USR0019,2025-02-27,Shopping,489986.0,461291.7,3075278,9,2,2025,1,Thursday
TRX055005,USR0326,2025-12-16,Entertainment,479402.0,837926.4,5586176,51,12,2025,1,Tuesday
TRX031053,USR0185,2025-05-03,Subscriptions,52161.0,469539.75,3130265,18,5,2025,0,Saturday
TRX099302,USR0657,2025-01-28,Shopping,111327.0,573610.5,3824070,5,1,2025,1,Tuesday
TRX065527,USR0157,2025-02-06,Subscriptions,280394.0,810923.7,5406158,6,2,2025,0,Thursday
TRX050445,USR0141,2025-07-06,Hobby,691232.0,1143468.3,7623122,27,7,2025,1,Sunday
TRX116206,USR0298,2025-10-29,Hobby,582434.0,582662.7,3884418,44,10,2025,1,Wednesday
TRX128675,USR0799,2025-04-13,Food & Beverage,112560.0,949269.6,6328464,15,4,2025,0,Sunday
TRX066490,USR0384,2025-05-14,Entertainment,79185.0,671861.85,4479079,20,5,2025,1,Wednesday
TRX098883,USR0582,2025-02-11,Food & Beverage,98663.0,711886.35,4745909,7,2,2025,0,Tuesday
TRX034716,USR0469,2025-03-02,Shopping,560803.0,803258.85,5355059,9,3,2025,1,Sunday
TRX147835,USR0519,2025-11-24,Entertainment,69796.0,1075912.5,7172750,48,11,2025,1,Monday
TRX148269,USR0073,2025-08-21,Bills,104105.0,451222.95,3008153,34,8,2025,0,Thursday
TRX147365,USR0148,2025-04-03,Transport,78910.0,711769.65,4745131,14,4,2025,0,Thursday
TRX093963,USR0965,2025-03-02,Entertainment,611459.0,600350.5499999999,4002337,9,3,2025,1,Sunday
TRX045704,USR0835,2025-03-29,Shopping,557839.0,971805.3,6478702,13,3,2025,1,Saturday
TRX089538,USR0671,2025-09-28,Transport,194997.0,821638.5,5477590,39,9,2025,0,Sunday
TRX131780,USR0432,2025-09-01,Food & Beverage,123370.0,698204.5499999999,4654697,36,9,2025,0,Monday
TRX002089,USR0685,2025-07-14,Transport,325875.0,701190.9,4674606,29,7,2025,0,Monday
TRX043593,USR0752,2025-07-29,Food & Beverage,41526.0,822937.35,5486249,31,7,2025,0,Tuesday
TRX054638,USR0444,2025-01-16,Food & Beverage,148337.0,1180356.15,7869041,3,1,2025,0,Thursday
TRX137183,USR0911,2025-12-24,Entertainment,264481.0,1188220.35,7921469,52,12,2025,1,Wednesday
TRX062341,USR0432,2025-05-31,Food & Beverage,48177.0,698204.5499999999,4654697,22,5,2025,0,Saturday
TRX094065,USR0989,2025-08-13,Food & Beverage,25840.0,909294.45,6061963,33,8,2025,0,Wednesday
TRX080481,USR0363,2025-04-27,Food & Beverage,82866.0,857645.25,5717635,17,4,2025,0,Sunday
TRX131690,USR0896,2025-04-04,Food & Beverage,93049.0,939251.25,6261675,14,4,2025,0,Friday
TRX043549,USR0529,2025-09-06,Shopping,517117.0,521705.85,3478039,36,9,2025,1,Saturday
TRX139549,USR0040,2025-11-02,Subscriptions,155817.0,582479.1,3883194,44,11,2025,0,Sunday
TRX036818,USR0632,2025-09-12,Entertainment,248755.0,431724.75,2878165,37,9,2025,1,Friday
TRX077221,USR0626,2025-07-23,Food & Beverage,24722.0,1110399.9,7402666,30,7,2025,0,Wednesday
TRX033488,USR0675,2025-11-11,Hobby,369991.0,748605.9,4990706,46,11,2025,1,Tuesday
TRX142409,USR0389,2025-12-14,Shopping,514996.0,563334.6,3755564,50,12,2025,1,Sunday
TRX034669,USR0181,2025-10-10,Transport,223180.0,819963.2999999999,5466422,41,10,2025,0,Friday
TRX001782,USR0819,2025-11-19,Entertainment,141630.0,1123203.45,7488023,47,11,2025,1,Wednesday
TRX114162,USR0882,2025-12-23,Entertainment,457409.0,876063.0,5840420,52,12,2025,1,Tuesday
TRX122533,USR0165,2025-02-16,Food & Beverage,34055.0,788541.6,5256944,7,2,2025,0,Sunday
TRX042165,USR0343,2025-07-17,Food & Beverage,148370.0,605790.15,4038601,29,7,2025,0,Thursday
TRX075211,USR0877,2025-12-12,Entertainment,702210.0,634534.2,4230228,50,12,2025,1,Friday
TRX121734,USR0613,2025-10-18,Entertainment,476748.0,514375.2,3429168,42,10,2025,1,Saturday
TRX088140,USR0879,2025-04-24,Food & Beverage,122160.0,610368.45,4069123,17,4,2025,0,Thursday
TRX098072,USR0499,2025-01-20,Hobby,546398.0,560222.4,3734816,4,1,2025,1,Monday
TRX069805,USR0649,2025-04-24,Transport,345040.0,1102678.2,7351188,17,4,2025,0,Thursday
TRX106947,USR0203,2025-05-01,Entertainment,516319.0,1008155.7,6721038,18,5,2025,1,Thursday
TRX058150,USR0341,2025-12-25,Bills,172000.0,426789.9,2845266,52,12,2025,0,Thursday
TRX006153,USR0976,2025-09-11,Shopping,379970.0,1090123.95,7267493,37,9,2025,1,Thursday
TRX139172,USR0959,2025-08-14,Entertainment,440511.0,781593.9,5210626,33,8,2025,1,Thursday
TRX122826,USR0658,2025-03-29,Bills,220482.0,853637.1,5690914,13,3,2025,0,Saturday
TRX149511,USR0118,2025-08-20,Entertainment,470039.0,653245.65,4354971,34,8,2025,1,Wednesday
TRX114059,USR0792,2025-02-01,Entertainment,357320.0,738607.5,4924050,5,2,2025,1,Saturday
TRX078484,USR0135,2025-03-20,Transport,110292.0,570869.1,3805794,12,3,2025,0,Thursday
TRX131307,USR0059,2025-02-25,Transport,311824.0,922903.8,6152692,9,2,2025,0,Tuesday
TRX087832,USR0002,2025-11-29,Food & Beverage,131028.0,1061735.7,7078238,48,11,2025,0,Saturday
TRX056810,USR0645,2025-12-29,Hobby,714337.0,1109262.6,7395084,1,12,2025,1,Monday
TRX026639,USR0792,2025-05-12,Entertainment,659917.0,738607.5,4924050,20,5,2025,1,Monday
TRX051075,USR0150,2025-11-29,Shopping,149815.0,1011907.35,6746049,48,11,2025,1,Saturday
TRX090411,USR0602,2025-07-07,Entertainment,429498.0,482513.4,3216756,28,7,2025,1,Monday
TRX086536,USR0277,2025-03-23,Subscriptions,69313.0,435462.15,2903081,12,3,2025,0,Sunday
TRX008428,USR0730,2025-12-14,Bills,81084.0,628270.7999999999,4188472,50,12,2025,0,Sunday
TRX087647,USR0951,2025-11-25,Entertainment,376209.0,732956.7,4886378,48,11,2025,1,Tuesday
TRX099092,USR0845,2025-12-08,Shopping,236833.0,867115.7999999999,5780772,50,12,2025,1,Monday
TRX008364,USR0066,2025-08-10,Food & Beverage,137319.0,1109281.05,7395207,32,8,2025,0,Sunday
TRX074905,USR0985,2025-03-09,Transport,340776.0,1197186.0,7981240,10,3,2025,0,Sunday
TRX072838,USR0131,2025-08-18,Food & Beverage,31418.0,535897.0499999999,3572647,34,8,2025,0,Monday
TRX082791,USR0624,2025-03-01,Food & Beverage,49097.0,1153563.75,7690425,9,3,2025,0,Saturday
TRX144092,USR0573,2025-04-11,Food & Beverage,21472.0,1009538.7,6730258,15,4,2025,0,Friday
TRX071161,USR0153,2025-06-19,Bills,340772.0,1193365.5,7955770,25,6,2025,0,Thursday
TRX149778,USR0050,2025-02-22,Food & Beverage,45453.0,1111464.6,7409764,8,2,2025,0,Saturday
TRX075690,USR0400,2025-12-08,Shopping,124468.0,813120.45,5420803,50,12,2025,1,Monday
TRX091927,USR0141,2025-06-21,Food & Beverage,65748.0,1143468.3,7623122,25,6,2025,0,Saturday
TRX017468,USR0998,2025-06-23,Shopping,459528.0,1185698.85,7904659,26,6,2025,1,Monday
TRX103089,USR0937,2025-01-01,Entertainment,528371.0,791056.0499999999,5273707,1,1,2025,1,Wednesday
TRX056714,USR0134,2025-09-19,Bills,344720.0,1140984.45,7606563,38,9,2025,0,Friday
TRX043799,USR0577,2025-09-23,Entertainment,351449.0,803886.6,5359244,39,9,2025,1,Tuesday
TRX098406,USR0757,2025-11-24,Shopping,695037.0,1083096.3,7220642,48,11,2025,1,Monday
TRX148198,USR0609,2025-01-21,Shopping,174542.0,1002608.4,6684056,4,1,2025,1,Tuesday
TRX110450,USR0336,2025-08-06,Subscriptions,267981.0,703412.25,4689415,32,8,2025,0,Wednesday
TRX104726,USR0549,2025-08-12,Entertainment,644052.0,388193.25,2587955,33,8,2025,1,Tuesday
TRX023277,USR0145,2025-07-09,Subscriptions,222499.0,732353.5499999999,4882357,28,7,2025,0,Wednesday
TRX052594,USR0032,2025-08-27,Shopping,133986.0,985747.05,6571647,35,8,2025,1,Wednesday
TRX028709,USR0368,2025-09-13,Transport,227370.0,645820.2,4305468,37,9,2025,0,Saturday
TRX142550,USR0332,2025-03-06,Food & Beverage,93300.0,766363.35,5109089,10,3,2025,0,Thursday
TRX015403,USR0519,2025-06-10,Transport,345443.0,1075912.5,7172750,24,6,2025,0,Tuesday
