transaction_id,user_id,date,category,amount,weekly_budget_limit,monthly_income
TRX087647,USR0951,2025-11-25,Entertainment,376209.0,732956.7,4886378
TRX099092,USR0845,2025-12-08,Shopping,236833.0,867115.7999999999,5780772
TRX008364,USR0066,2025-08-10,Food & Beverage,137319.0,1109281.05,7395207
TRX074905,USR0985,2025-03-09,Transport,340776.0,1197186.0,7981240
TRX072838,USR0131,2025-08-18,food & beverage ,31418.0,535897.0499999999,3572647
TRX082791,USR0624,2025-03-01,Food & Beverage,49097.0,1153563.75,7690425
TRX144092,USR0573,2025-04-11,Food & Beverage,21472.0,1009538.7,6730258
TRX071161,USR0153,2025-06-19,Bills,340772.0,1193365.5,7955770
TRX149778,USR0050,2025-02-22,Food & Beverage,45453.0,1111464.5999999999,7409764
TRX075690,USR0400,2025-12-08,Shopping,124468.0,813120.45,5420803
TRX091927,USR0141,2025-06-21,Food & Beverage,65748.0,1143468.3,7623122
TRX017468,USR0998,2025-06-23,Shopping,459528.0,1185698.8499999999,7904659
TRX103089,USR0937,2025-01-01,Entertainment,528371.0,791056.0499999999,5273707
TRX056714,USR0134,2025-09-19,Bills,344720.0,1140984.45,7606563
TRX043799,USR0577,2025-09-23,Entertainment,351449.0,803886.6,5359244
TRX098406,USR0757,2025-11-24,Shopping,695037.0,1083096.3,7220642
TRX148198,USR0609,2025-01-21,Shopping,174542.0,1002608.3999999999,6684056
TRX110450,USR0336,2025-08-06,Subscriptions,267981.0,703412.25,4689415
TRX104726,USR0549,2025-08-12,Entertainment,644052.0,388193.25,2587955
TRX023277,USR0145,2025-07-09,Subscriptions,222499.0,732353.5499999999,4882357
TRX052594,USR0032,2025-08-27,Shopping,133986.0,985747.0499999999,6571647
TRX039985,USR0988,2025-07-01,,233344.0,1068851.7,7125678
TRX028709,USR0368,2025-09-13,Transport,227370.0,645820.2,4305468
TRX142550,USR0332,2025-03-06,Food & Beverage,93300.0,766363.35,5109089
TRX015403,USR0519,2025-06-10,Transport,345443.0,1075912.5,7172750
TRX091479,USR0932,2025-01-05,Food & Beverage,42474.0,923997.75,6159985
TRX042088,USR0854,2025-12-12,Food & Beverage,96004.0,667501.95,4450013
TRX067612,USR0161,2025-07-05,Food & Beverage,103076.0,843803.1,5625354
TRX035474,USR0860,2025-03-24,Entertainmnt,573716.0,376695.45,2511303
TRX083893,USR0985,2025-05-12,Shopping,718802.0,1197186.0,7981240
TRX045041,  USR0797 ,2025-09-23,Food & Beverage,33455.0,856108.95,5707393
TRX068859,USR0908,2025-08-19,Food & Beverage,15685.0,581185.7999999999,3874572
TRX143797,USR0237,2025-05-31,Food & Beverage,79033.0,1066850.7,7112338
TRX006956,USR0335,2025-05-29,Shopping,422960.0,518093.85,3453959
TRX091193,USR0006,2025-11-18,Food & Beverage,86158.0,1051759.8,7011732
TRX009122,USR0084,2025-04-05,Food & Beverage,40192.0,1108870.8,7392472
TRX115727,USR0713,2025-06-18,Entertainment,82524.0,884257.35,5895049
TRX066641,USR0284,2025-10-25,Food & Beverage,132061.0,672794.4,4485296
TRX027858,USR0310,2025-03-23,Bills,315028.0,668416.35,4456109
TRX101442,USR0799,2025-09-13,Entertainment,57804.0,949269.6,6328464
TRX049099,USR0020,2025-12-23,Food & Beverage,114168.0,1153122.0,7687480
TRX028538,USR0749,2025-10-04,Transport,,812493.45,5416623
TRX107955,USR0250,2025-10-16,Shopping,99861.0,529517.5499999999,3530117
TRX052845,USR0332,2025-07-13,Transport,262843.0,766363.35,5109089
TRX044482,USR0136,,Transport,59484.0,1193663.8499999999,7957759
TRX127402,USR0115,2025-03-01,Food & Beverage,79510.0,608492.5499999999,4056617
TRX121923,USR0671,2025-04-26,Bills,337020.0,821638.5,5477590
TRX091566,USR0735,2025-02-05,Hobby,544580.0,780106.95,5200713
TRX106168,USR0178,2025-12-20,Entertainment,177838.0,571125.9,3807506
TRX029294,USR0157,2025-05-31,Food & Beverage,135607.0,810923.7,5406158
TRX129296,USR0649,2025-05-07,Transport,296866.0,1102678.2,7351188
TRX020254,USR0891,2025-03-08,Entertainment,302993.0,695952.9,4639686
TRX088743,USR0895,2025-09-01,Transport,214398.0,875209.7999999999,5834732
TRX082716,USR0025,2025-08-14,Food & Beverage,29945.0,894666.2999999999,5964442
TRX102732,USR0285,2025-04-28,Food & Beverage,57967.0,703533.2999999999,4690222
TRX097708,USR0800,2025-07-04,Shopping,526632.0,528982.95,3526553
TRX072680,USR0985,2025-12-31,Hobby,503464.0,1197186.0,7981240
TRX114912,USR0474,2025-09-23,Food & Beverage,98872.0,530834.4,3538896
TRX068073,  USR0802 ,2025-12-08,Food & Beverage,55666.0,396790.64999999997,2645271
TRX111806,USR0772,2025-05-09,Food & Beverage,56190.0,1022557.2,6817048
TRX019035,USR0136,2025-09-13,Food & Beverage,45096.0,1193663.8499999999,7957759
TRX047006,USR0747,2025-09-22,Food & Beverage,131708.0,1190420.8499999999,7936139
TRX020949,USR0050,2025-04-29,Food & Beverage,17020.0,1111464.5999999999,7409764
TRX022442,USR0620,2025-03-26,Food & Beverage,77023.0,547492.0499999999,3649947
TRX098781,USR0462,2025-11-13,Transport,207562.0,703713.2999999999,4691422
TRX129037,  USR0791 ,2025-03-28,Food & Beverage,107541.0,577884.6,3852564
TRX055447,USR0154,2025-12-19,Shopping,488647.0,535830.0,3572200
TRX110009,USR0937,2025-06-05,Food & Beverage,138730.0,791056.0499999999,5273707
TRX117894,USR0897,2025-12-09,Entertainment,367432.0,714192.9,4761286
TRX059379,USR0382,2025-05-17,food & beverage ,81663.0,843610.65,5624071
TRX116271,USR0918,2025-07-29,Transport,,624633.15,4164221
TRX056589,USR0176,2025-03-06,Food & Beverage,19276.0,1183347.9,7888986
TRX077015,USR0458,2025-08-30,Bills,80467.0,879704.25,5864695
TRX054474,USR0145,2025-05-06,Transport,298587.0,732353.5499999999,4882357
TRX107490,USR0287,2025-11-12,Food & Beverage,96625.0,782890.35,5219269
TRX141725,USR0540,2025-08-18,Entertainment,690469.0,925832.1,6172214
TRX119234,USR0084,2025-12-06,Entertainment,578765.0,1108870.8,7392472
TRX120912,USR0605,2025-07-15,Food & Beverage,76241.0,918226.35,6121509
TRX091515,USR0763,2025-11-29,Food & Beverage,41003.0,832135.35,5547569
TRX071582,USR0815,2025-08-01,Entertainment,410148.0,831201.15,5541341
TRX097192,USR0069,2025-01-21,Subscriptions,40661.0,852287.25,5681915
TRX027058,USR0342,2025-05-05,Food & Beverage,32402.0,968501.85,6456679
TRX102106,USR0011,2025-04-16,Shopping,541822.0,871672.35,5811149
TRX112436,USR0588,2025-07-29,Food & Beverage,62064.0,898479.9,5989866
TRX010959,USR0766,2025-11-12,,58454800.0,1069218.0,7128120
TRX095859,USR0319,2025-07-16,Food & Beverage,34320.0,643038.15,4286921
TRX083497,USR0974,2025-07-06,Food & Beverage,112969.0,891244.2,5941628
TRX132342,USR0116,2025-01-19,Shopping,548145.0,894502.65,5963351
TRX064718,  USR0932 ,2025-09-16,,138333.0,923997.75,6159985
TRX084974,USR0716,2025-02-25,Shopping,84439.0,458958.45,3059723
TRX081065,USR0657,2025-04-12,Subscriptions,130653.0,573610.5,3824070
TRX084053,USR0262,2025-03-03,Transport,175920.0,503102.39999999997,3354016
TRX053389,USR0394,2025-03-17,Food & Beverage,92588.0,475603.19999999995,3170688
TRX057554,USR0862,2025-05-01,Food & Beverage,134030.0,896938.65,5979591
TRX019929,USR0841,2025-07-01,Food & Beverage,106624.0,536120.25,3574135
TRX045567,USR0220,2025-08-16,Bills,-165387.0,549173.5499999999,3661157
TRX120424,USR0587,2025-02-18,Bills,334504.0,905182.5,6034550
TRX116358,USR0781,2025-01-18,Food & Beverage,104590.0,458838.6,3058924
TRX123574,USR0870,2025-10-01,Shopping,283366.0,1077651.9,7184346
TRX114019,USR0054,2025-05-25,Entertainment,292351.0,1125646.5,7504310
TRX086141,USR0423,2025-06-12,Transport,,953139.1499999999,6354261
TRX018281,USR0705,2025-07-20,Entertainment,682477.0,645561.0,4303740
TRX067781,USR0692,2025-01-23,Transport,84887.0,946990.5,6313270
TRX024369,USR0680,2025-12-12,Food & Beverage,50187.0,705386.25,4702575
TRX126397,USR0780,2025-06-01,Transport,317891.0,764531.1,5096874
TRX012736,USR0700,2025-05-15,Hobby,198454.0,1143439.5,7622930
